date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-05-01,Uttar Pradesh,Hathras,204101,478,319,11,808
2025-05-01,Uttar Pradesh,Bahraich,271851,104,114,15,233
2025-05-01,Uttar Pradesh,Siddharthnagar,272192,123,288,14,425
2025-05-01,Uttar Pradesh,Unnao,209861,192,140,10,342
2025-05-01,Uttar Pradesh,Bijnor,246725,352,164,11,527
2025-05-01,Uttar Pradesh,Chandauli,232103,214,191,14,419
2025-05-01,Uttar Pradesh,Agra,282001,845,488,22,1355
2025-05-01,Uttar Pradesh,Banda,210001,314,279,29,622
2025-05-01,Uttar Pradesh,Kheri,262804,403,246,10,659
2025-05-01,Uttar Pradesh,Gorakhpur,273001,95,247,22,364
2025-05-01,Uttar Pradesh,Bahraich,271830,136,218,27,381
2025-05-01,Uttar Pradesh,Maharajganj,273164,263,341,16,620
2025-05-01,Uttar Pradesh,Moradabad,244001,1673,793,79,2545
2025-05-01,Uttar Pradesh,Shahjahanpur,242221,322,253,14,589
2025-05-01,Uttar Pradesh,Siddharthnagar,272153,253,494,11,758
2025-05-01,Uttar Pradesh,Ghaziabad,201001,668,506,13,1187
2025-05-01,Uttar Pradesh,Rampur,244921,322,214,12,548
2025-05-01,Uttar Pradesh,Bahraich,271881,131,232,21,384
2025-05-01,Uttar Pradesh,Bareilly,243201,750,246,15,1011
2025-05-01,Uttar Pradesh,Varanasi,221001,398,651,13,1062
2025-05-01,Uttar Pradesh,Shahjahanpur,242001,758,522,13,1293
2025-05-01,Uttar Pradesh,Meerut,250002,1093,812,21,1926
2025-05-01,Uttar Pradesh,Siddharthnagar,272206,173,203,11,387
2025-05-01,Uttar Pradesh,Etah,207001,732,361,36,1129
2025-05-01,Uttar Pradesh,Deoria,274001,224,306,10,540
2025-05-01,Uttar Pradesh,Kushinagar,274402,170,229,10,409
2025-05-01,Uttar Pradesh,Unnao,209801,673,586,27,1286
2025-05-01,Uttar Pradesh,Aligarh,202123,124,89,10,223
2025-05-01,Uttar Pradesh,Bijnor,246763,442,120,17,579
2025-06-01,Uttar Pradesh,Rampur,244901,694,751,21,1466
2025-06-01,Uttar Pradesh,Gorakhpur,273015,82,223,10,315
2025-06-01,Uttar Pradesh,Sitapur,261208,77,93,12,182
2025-06-01,Uttar Pradesh,Bahraich,271825,53,115,13,181
2025-06-01,Uttar Pradesh,Aligarh,250611,204,251,12,467
2025-06-01,Uttar Pradesh,Bahraich,271881,72,167,32,271
2025-06-01,Uttar Pradesh,Bareilly,243001,298,369,21,688
2025-06-01,Uttar Pradesh,Bahraich,271903,60,223,10,293
2025-06-01,Uttar Pradesh,Pilibhit,262001,569,307,11,887
2025-06-01,Uttar Pradesh,Shravasti,271831,284,461,21,766
2025-06-01,Uttar Pradesh,Bahraich,271801,243,421,32,696
2025-06-01,Uttar Pradesh,Farrukhabad,209739,73,102,11,186
2025-06-01,Uttar Pradesh,Bulandshahr,203205,166,297,14,477
2025-06-01,Uttar Pradesh,Gautam Buddha Nagar,201310,109,202,12,323
2025-06-01,Uttar Pradesh,Mainpuri,205001,327,443,13,783
2025-06-01,Uttar Pradesh,Sitapur,261205,220,246,37,503
2025-06-01,Uttar Pradesh,Bareilly,243505,180,191,11,382
2025-06-01,Uttar Pradesh,Hardoi,241406,90,167,10,267
2025-06-01,Uttar Pradesh,Shahjahanpur,242001,465,481,24,970
2025-06-01,Uttar Pradesh,Moradabad,244001,1067,731,28,1826
2025-06-01,Uttar Pradesh,Bahraich,271841,73,115,12,200
2025-06-01,Uttar Pradesh,Bahraich,271865,220,515,59,794
2025-06-01,Uttar Pradesh,Agra,282002,165,154,27,346
2025-06-01,Uttar Pradesh,Balrampur,271604,150,497,16,663
2025-06-01,Uttar Pradesh,Ghaziabad,201001,487,470,12,969
2025-06-01,Uttar Pradesh,Kheri,262903,102,134,10,246
2025-06-01,Uttar Pradesh,Agra,282006,247,282,10,539
2025-06-01,Uttar Pradesh,Bareilly,243201,333,203,14,550
2025-06-01,Uttar Pradesh,Hathras,204101,174,282,12,468
2025-06-01,Uttar Pradesh,Unnao,209801,401,723,21,1145
2025-06-01,Uttar Pradesh,Amroha,244221,329,240,10,579
2025-06-01,Uttar Pradesh,Agra,282001,591,542,33,1166
2025-06-01,Uttar Pradesh,Sultanpur,228001,130,223,10,363
2025-06-01,Uttar Pradesh,Varanasi,221001,297,602,15,914
2025-06-01,Uttar Pradesh,Agra,282005,127,197,13,337
2025-06-01,Uttar Pradesh,Bahraich,271830,70,266,46,382
2025-06-01,Uttar Pradesh,Mathura,281004,163,219,10,392
2025-06-01,Uttar Pradesh,Hardoi,241001,558,590,13,1161
2025-06-01,Uttar Pradesh,Fatehpur,212601,251,344,14,609
2025-06-01,Uttar Pradesh,Lucknow,226005,81,123,19,223
2025-06-01,Uttar Pradesh,Agra,283201,192,104,18,314
2025-06-01,Uttar Pradesh,Sitapur,261201,395,348,14,757
2025-06-01,Uttar Pradesh,Agra,282010,156,191,17,364
2025-06-01,Uttar Pradesh,Shahjahanpur,242042,151,162,12,325
2025-06-01,Uttar Pradesh,Agra,282007,211,295,21,527
2025-06-01,Uttar Pradesh,Shahjahanpur,242127,120,275,19,414
2025-06-01,Uttar Pradesh,Meerut,245206,79,168,10,257
2025-06-01,Uttar Pradesh,Bahraich,271855,291,449,56,796
2025-06-01,Uttar Pradesh,Azamgarh,276001,109,333,10,452
2025-06-01,Uttar Pradesh,Kanpur Nagar,208001,307,526,23,856
2025-06-01,Uttar Pradesh,Pilibhit,262201,457,321,14,792
2025-06-01,Uttar Pradesh,Bareilly,243503,325,303,13,641
2025-06-01,Uttar Pradesh,Maharajganj,273164,71,257,17,345
2025-06-01,Uttar Pradesh,Kheri,262804,102,162,11,275
2025-06-01,Uttar Pradesh,Gorakhpur,273001,86,230,17,333
2025-06-01,Uttar Pradesh,Hardoi,241404,160,229,10,399
2025-06-01,Uttar Pradesh,Gorakhpur,273008,45,119,14,178
2025-06-01,Uttar Pradesh,Baghpat,250101,61,171,12,244
2025-06-01,Uttar Pradesh,Ghaziabad,201102,449,628,14,1091
2025-06-01,Uttar Pradesh,Jalaun,285001,228,277,16,521
2025-06-01,Uttar Pradesh,Firozabad,283204,218,244,10,472
2025-06-01,Uttar Pradesh,Chandauli,232101,138,314,15,467
2025-06-01,Uttar Pradesh,Bahraich,271902,101,328,27,456
2025-06-01,Uttar Pradesh,Gautam Buddha Nagar,201306,229,290,15,534
2025-06-01,Uttar Pradesh,Bareilly,243202,106,132,16,254
2025-06-01,Uttar Pradesh,Budaun,243601,210,353,12,575
2025-06-01,Uttar Pradesh,Firozabad,283203,1350,565,11,1926
2025-06-01,Uttar Pradesh,Sitapur,261135,217,296,10,523
2025-06-01,Uttar Pradesh,Ghaziabad,201005,209,195,16,420
2025-06-01,Uttar Pradesh,Saharanpur,247001,929,585,14,1528
2025-06-01,Uttar Pradesh,Unnao,209821,96,169,36,301
2025-06-01,Uttar Pradesh,Sitapur,261207,89,151,14,254
2025-06-01,Uttar Pradesh,Agra,282003,86,95,15,196
2025-06-01,Uttar Pradesh,Hardoi,241124,315,382,11,708
2025-06-01,Uttar Pradesh,Mathura,272153,240,609,12,861
2025-06-01,Uttar Pradesh,Aligarh,202001,725,741,27,1493
2025-06-01,Uttar Pradesh,Banda,210001,324,451,12,787
2025-06-01,Uttar Pradesh,Siddharth Nagar,272192,103,278,12,393
2025-06-01,Uttar Pradesh,Kheri,261121,154,195,12,361
2025-06-01,Uttar Pradesh,Gautam Buddha Nagar,201301,467,525,60,1052
2025-07-01,Uttar Pradesh,Kheri,261502,160,214,13,387
2025-07-01,Uttar Pradesh,Balrampur,271205,126,332,10,468
2025-07-01,Uttar Pradesh,Siddharth Nagar,272202,276,379,26,681
2025-07-01,Uttar Pradesh,Jaunpur,223101,109,274,11,394
2025-07-01,Uttar Pradesh,Rampur,243701,423,369,11,803
2025-07-01,Uttar Pradesh,Rampur,244922,407,681,15,1103
2025-07-01,Uttar Pradesh,Rampur,244924,569,261,34,864
2025-07-01,Uttar Pradesh,Rampur,244901,1462,884,53,2399
2025-07-01,Uttar Pradesh,Gonda,271403,123,261,10,394
2025-07-01,Uttar Pradesh,Lucknow,226003,592,532,18,1142
2025-07-01,Uttar Pradesh,Maharajganj,273304,148,244,15,407
2025-07-01,Uttar Pradesh,Siddharth Nagar,272207,292,447,15,754
2025-07-01,Uttar Pradesh,Varanasi,221107,177,325,22,524
2025-07-01,Uttar Pradesh,Barabanki,225302,236,178,23,437
2025-07-01,Uttar Pradesh,Shahjahanpur,242221,765,696,18,1479
2025-07-01,Uttar Pradesh,Muzaffarnagar,251002,391,175,11,577
2025-07-01,Uttar Pradesh,Bahraich,271872,157,223,10,390
2025-07-01,Uttar Pradesh,Lucknow,226018,109,92,14,215
2025-07-01,Uttar Pradesh,Bareilly,243001,499,441,20,960
2025-07-01,Uttar Pradesh,Kanpur Nagar,208002,132,162,13,307
2025-07-01,Uttar Pradesh,Kheri,261506,215,254,14,483
2025-07-01,Uttar Pradesh,Pilibhit,262122,563,608,17,1188
2025-07-01,Uttar Pradesh,Gautam Buddha Nagar,201306,363,434,33,830
2025-07-01,Uttar Pradesh,Bahraich,271841,158,190,10,358
2025-07-01,Uttar Pradesh,Bahraich,271802,174,197,11,382
2025-07-01,Uttar Pradesh,Kheri,262701,374,370,12,756
2025-07-01,Uttar Pradesh,Shravasti,271831,425,669,24,1118
2025-07-01,Uttar Pradesh,Lucknow,226001,212,199,13,424
2025-07-01,Uttar Pradesh,Etah,207244,267,238,10,515
2025-07-01,Uttar Pradesh,Ghaziabad,201204,249,194,10,453
2025-07-01,Uttar Pradesh,Mainpuri,206301,124,294,11,429
2025-07-01,Uttar Pradesh,Mainpuri,205262,248,383,10,641
2025-07-01,Uttar Pradesh,Fatehpur,212663,115,130,11,256
2025-07-01,Uttar Pradesh,Ayodhya,224001,262,324,17,603
2025-07-01,Uttar Pradesh,Bahraich,271851,287,309,22,618
2025-07-01,Uttar Pradesh,Kheri,262802,386,653,18,1057
2025-07-01,Uttar Pradesh,Gorakhpur,273001,145,341,34,520
2025-07-01,Uttar Pradesh,Siddharth Nagar,272206,448,683,57,1188
2025-07-01,Uttar Pradesh,Kanpur Nagar,209402,83,196,12,291
2025-07-01,Uttar Pradesh,Hardoi,241402,462,830,11,1303
2025-07-01,Uttar Pradesh,Firozabad,283203,1940,1040,10,2990
2025-07-01,Uttar Pradesh,Kheri,262906,87,107,13,207
2025-07-01,Uttar Pradesh,Varanasi,221007,435,434,12,881
2025-07-01,Uttar Pradesh,Azamgarh,276305,171,522,15,708
2025-07-01,Uttar Pradesh,Bareilly,243503,562,530,14,1106
2025-07-01,Uttar Pradesh,Sambhal,244301,339,200,11,550
2025-07-01,Uttar Pradesh,Barabanki,225305,637,414,17,1068
2025-07-01,Uttar Pradesh,Hardoi,241124,716,809,16,1541
2025-07-01,Uttar Pradesh,Banda,210121,401,753,11,1165
2025-07-01,Uttar Pradesh,Gautam Buddha Nagar,201310,192,326,31,549
2025-07-01,Uttar Pradesh,Maharajganj,273162,304,668,13,985
2025-07-01,Uttar Pradesh,Mathura,281121,133,151,10,294
2025-07-01,Uttar Pradesh,Bahraich,271865,404,830,102,1336
2025-07-01,Uttar Pradesh,Azamgarh,276404,276,428,11,715
2025-07-01,Uttar Pradesh,Meerut,250344,88,145,17,250
2025-07-01,Uttar Pradesh,Aligarh,250611,269,464,20,753
2025-07-01,Uttar Pradesh,Meerut,250001,690,575,10,1275
2025-07-01,Uttar Pradesh,Bahraich,271881,121,328,59,508
2025-07-01,Uttar Pradesh,Maharajganj,273164,233,715,32,980
2025-07-01,Uttar Pradesh,Agra,283110,328,308,16,652
2025-07-01,Uttar Pradesh,Hardoi,241123,633,853,10,1496
2025-07-01,Uttar Pradesh,Gonda,271504,172,236,21,429
2025-07-01,Uttar Pradesh,Prayagraj,221505,274,222,10,506
2025-07-01,Uttar Pradesh,Prayagraj,211003,229,318,13,560
2025-07-01,Uttar Pradesh,Chandauli,232104,244,394,10,648
2025-07-01,Uttar Pradesh,Azamgarh,276304,118,299,12,429
2025-07-01,Uttar Pradesh,Maharajganj,273305,139,263,22,424
2025-07-01,Uttar Pradesh,Budaun,243635,346,416,10,772
2025-07-01,Uttar Pradesh,Hardoi,241204,726,404,18,1148
2025-07-01,Uttar Pradesh,Barabanki,225306,167,100,12,279
2025-07-01,Uttar Pradesh,Bahraich,271824,121,180,13,314
2025-07-01,Uttar Pradesh,Bulandshahr,203131,604,749,11,1364
2025-07-01,Uttar Pradesh,Agra,283101,112,195,15,322
2025-07-01,Uttar Pradesh,Bahraich,271801,500,734,49,1283
2025-07-01,Uttar Pradesh,Sultanpur,222302,143,247,11,401
2025-07-01,Uttar Pradesh,Sitapur,261001,682,669,17,1368
2025-07-01,Uttar Pradesh,Varanasi,221005,119,237,22,378
2025-07-01,Uttar Pradesh,Shahjahanpur,242307,416,343,10,769
2025-07-01,Uttar Pradesh,Gorakhpur,273209,176,381,11,568
2025-07-01,Uttar Pradesh,Bahraich,271830,221,516,44,781
2025-07-01,Uttar Pradesh,Shahjahanpur,242301,558,391,10,959
2025-07-01,Uttar Pradesh,Varanasi,221010,179,276,16,471
2025-07-01,Uttar Pradesh,Aligarh,202133,634,596,13,1243
2025-07-01,Uttar Pradesh,Azamgarh,276001,243,593,13,849
2025-07-01,Uttar Pradesh,Lucknow,226004,137,147,13,297
2025-07-01,Uttar Pradesh,Unnao,209861,271,347,15,633
2025-07-01,Uttar Pradesh,Balrampur,271604,261,944,15,1220
2025-07-01,Uttar Pradesh,Fatehpur,212657,229,205,13,447
2025-07-01,Uttar Pradesh,Chandauli,232101,365,555,37,957
2025-07-01,Uttar Pradesh,Bahraich,271855,655,992,112,1759
2025-07-01,Uttar Pradesh,Sitapur,261208,324,355,22,701
2025-07-01,Uttar Pradesh,Varanasi,221101,251,597,18,866
2025-07-01,Uttar Pradesh,Kanpur Dehat,209204,120,187,10,317
2025-07-01,Uttar Pradesh,Fatehpur,212664,199,192,11,402
2025-07-01,Uttar Pradesh,Kheri,262804,703,575,14,1292
2025-07-01,Uttar Pradesh,Etawah,206001,551,456,16,1023
2025-07-01,Uttar Pradesh,Lucknow,226005,108,140,19,267
2025-07-01,Uttar Pradesh,Varanasi,221104,222,499,22,743
2025-07-01,Uttar Pradesh,Gorakhpur,273015,182,415,17,614
2025-07-01,Uttar Pradesh,Sitapur,261202,429,299,17,745
2025-07-01,Uttar Pradesh,Fatehpur,212601,495,564,40,1099
2025-07-01,Uttar Pradesh,Kaushambi,212202,171,216,10,397
2025-07-01,Uttar Pradesh,Aligarh,202002,398,461,14,873
2025-07-01,Uttar Pradesh,Aligarh,262907,133,198,12,343
2025-07-01,Uttar Pradesh,Shahjahanpur,242001,1423,1167,33,2623
2025-07-01,Uttar Pradesh,Kanpur Nagar,209206,235,489,18,742
2025-07-01,Uttar Pradesh,Gorakhpur,273402,253,391,14,658
2025-07-01,Uttar Pradesh,Bahraich,271870,153,235,11,399
2025-07-01,Uttar Pradesh,Gorakhpur,273016,139,308,11,458
2025-07-01,Uttar Pradesh,Kanpur Dehat,209306,193,385,13,591
2025-07-01,Uttar Pradesh,Unnao,241503,339,354,10,703
2025-07-01,Uttar Pradesh,Sitapur,261303,452,314,22,788
2025-07-01,Uttar Pradesh,Kanpur Dehat,209302,309,288,12,609
2025-07-01,Uttar Pradesh,Maharajganj,273157,182,397,11,590
2025-07-01,Uttar Pradesh,Muzaffarnagar,251001,634,429,21,1084
2025-07-01,Uttar Pradesh,Bahraich,271825,194,260,25,479
2025-07-01,Uttar Pradesh,Fatehpur,212635,233,192,11,436
2025-07-01,Uttar Pradesh,Kanpur Nagar,208001,728,900,31,1659
2025-07-01,Uttar Pradesh,Aligarh,202129,154,186,11,351
2025-07-01,Uttar Pradesh,Ghaziabad,201102,1140,1286,32,2458
2025-07-01,Uttar Pradesh,Gorakhpur,273412,213,275,15,503
2025-07-01,Uttar Pradesh,Kasganj,207243,435,660,15,1110
2025-07-01,Uttar Pradesh,Mainpuri,205001,586,672,35,1293
2025-07-01,Uttar Pradesh,Budaun,243601,648,694,24,1366
2025-07-01,Uttar Pradesh,Meerut,250002,1201,888,16,2105
2025-07-01,Uttar Pradesh,Gautam Buddha Nagar,201301,837,873,86,1796
2025-07-01,Uttar Pradesh,Kanpur Dehat,209301,181,200,13,394
2025-07-01,Uttar Pradesh,Moradabad,244001,2688,1254,23,3965
2025-07-01,Uttar Pradesh,Shahjahanpur,242303,409,433,12,854
2025-07-01,Uttar Pradesh,Gonda,271401,99,210,15,324
2025-07-01,Uttar Pradesh,Ghaziabad,245304,387,401,17,805
2025-07-01,Uttar Pradesh,Kannauj,209731,138,203,11,352
2025-07-01,Uttar Pradesh,Kheri,262903,143,290,14,447
2025-07-01,Uttar Pradesh,Kannauj,209722,287,425,18,730
2025-07-01,Uttar Pradesh,Agra,283201,359,204,13,576
2025-07-01,Uttar Pradesh,Hardoi,241001,1552,1434,20,3006
2025-07-01,Uttar Pradesh,Saharanpur,247001,2054,852,14,2920
2025-07-01,Uttar Pradesh,Bahraich,271875,420,327,18,765
2025-07-01,Uttar Pradesh,Gonda,271503,298,236,14,548
2025-07-01,Uttar Pradesh,Aligarh,202001,1436,1351,58,2845
2025-07-01,Uttar Pradesh,Sitapur,261201,976,827,22,1825
2025-07-01,Uttar Pradesh,Azamgarh,276403,168,448,16,632
2025-07-01,Uttar Pradesh,Hapur,245101,1010,770,11,1791
2025-07-01,Uttar Pradesh,Kanpur Nagar,208017,111,199,11,321
2025-07-01,Uttar Pradesh,Balrampur,271208,113,546,33,692
2025-07-01,Uttar Pradesh,Unnao,209801,798,1186,24,2008
2025-07-01,Uttar Pradesh,Varanasi,221011,153,238,41,432
2025-07-01,Uttar Pradesh,Gonda,271502,176,218,23,417
2025-07-01,Uttar Pradesh,Jaunpur,222139,153,492,27,672
2025-07-01,Uttar Pradesh,Maharajganj,273303,180,633,10,823
2025-07-01,Uttar Pradesh,Kushi Nagar,274304,779,777,14,1570
2025-07-01,Uttar Pradesh,Bahraich,271882,175,253,12,440
2025-07-01,Uttar Pradesh,Siddharth Nagar,272208,222,368,14,604
2025-07-01,Uttar Pradesh,Sitapur,261301,288,176,15,479
2025-07-01,Uttar Pradesh,Azamgarh,276125,58,166,10,234
2025-07-01,Uttar Pradesh,Siddharth Nagar,272205,262,431,28,721
2025-07-01,Uttar Pradesh,Varanasi,221001,465,816,83,1364
2025-07-01,Uttar Pradesh,Deoria,274509,130,240,11,381
2025-07-01,Uttar Pradesh,Kasganj,207242,612,508,18,1138
2025-07-01,Uttar Pradesh,Agra,282001,1033,905,19,1957
2025-07-01,Uttar Pradesh,Sitapur,261205,713,702,37,1452
2025-07-01,Uttar Pradesh,Shravasti,271803,116,337,25,478
2025-07-01,Uttar Pradesh,Shahjahanpur,242127,468,735,38,1241
2025-07-01,Uttar Pradesh,Baghpat,250101,118,280,15,413
2025-07-01,Uttar Pradesh,Varanasi,221002,267,406,12,685
2025-07-01,Uttar Pradesh,Bareilly,243201,610,385,11,1006
2025-07-01,Uttar Pradesh,Lucknow,226010,182,212,11,405
2025-07-01,Uttar Pradesh,Kaushambi,212201,412,293,11,716
2025-07-01,Uttar Pradesh,Sitapur,261204,372,370,16,758
2025-07-01,Uttar Pradesh,Etah,207249,332,323,11,666
2025-07-01,Uttar Pradesh,Meerut,250342,314,223,17,554
2025-07-01,Uttar Pradesh,Rampur,244921,514,457,14,985
2025-07-01,Uttar Pradesh,Budaun,243638,623,546,19,1188
2025-07-01,Uttar Pradesh,Agra,282006,539,511,12,1062
2025-07-01,Uttar Pradesh,Gonda,271001,252,345,13,610
2025-07-01,Uttar Pradesh,Pilibhit,262001,1059,500,19,1578
2025-07-01,Uttar Pradesh,Etah,207122,154,134,12,300
2025-07-01,Uttar Pradesh,Gorakhpur,273008,79,151,28,258
2025-07-01,Uttar Pradesh,Sultanpur,228001,328,405,30,763
2025-07-01,Uttar Pradesh,Bahraich,271902,179,522,34,735
2025-07-01,Uttar Pradesh,Etah,207001,1306,930,15,2251
2025-11-02,Uttar Pradesh,Moradabad,244001,140,46,0,186
2025-11-19,Uttar Pradesh,Moradabad,244001,202,32,0,234
2025-03-09,Bihar,Sitamarhi,843317,35,94,16,145
2025-03-09,Bihar,Sitamarhi,843324,49,186,34,269
2025-03-09,Bihar,Madhubani,847108,18,120,22,160
2025-03-15,Bihar,Purbi Champaran,845303,12,121,13,146
2025-03-15,Bihar,Sitamarhi,843324,22,89,44,155
2025-04-01,Bihar,Sitamarhi,843313,98,76,13,187
2025-04-01,Bihar,Sitamarhi,843315,102,125,18,245
2025-04-01,Bihar,Muzaffarpur,844127,208,125,12,345
2025-04-01,Bihar,Munger,811213,191,278,22,491
2025-04-01,Bihar,Bhagalpur,853204,349,238,10,597
2025-04-01,Bihar,Gaya,824231,85,200,16,301
2025-04-01,Bihar,Patna,801505,60,212,10,282
2025-04-01,Bihar,Muzaffarpur,843103,388,182,12,582
2025-04-01,Bihar,Kaimur (Bhabua),821106,146,199,12,357
2025-04-01,Bihar,West Champaran,845453,271,300,20,591
2025-04-01,Bihar,Patna,800002,39,199,19,257
2025-04-01,Bihar,Purnia,854304,517,276,21,814
2025-04-01,Bihar,Saran,841311,143,174,10,327
2025-04-01,Bihar,East Champaran,845315,70,164,12,246
2025-04-01,Bihar,East Champaran,845303,130,466,23,619
2025-04-01,Bihar,Sitamarhi,843324,627,378,162,1167
2025-04-01,Bihar,Gaya,823001,134,420,12,566
2025-04-01,Bihar,Bhagalpur,812005,329,296,16,641
2025-04-01,Bihar,Patna,800001,75,265,74,414
2025-04-01,Bihar,Gaya,824233,63,317,13,393
2025-04-01,Bihar,Sitamarhi,843330,166,117,182,465
2025-04-01,Bihar,Madhubani,847232,143,111,17,271
2025-04-01,Bihar,Muzaffarpur,842002,219,228,18,465
2025-04-01,Bihar,Gaya,824232,155,434,13,602
2025-04-01,Bihar,East Champaran,845433,190,206,20,416
2025-04-01,Bihar,Madhubani,847108,155,239,25,419
2025-04-01,Bihar,East Champaran,845415,148,193,12,353
2025-04-01,Bihar,Patna,801503,119,243,20,382
2025-04-01,Bihar,Vaishali,844504,270,217,10,497
2025-04-01,Bihar,East Champaran,845305,73,112,17,202
2025-04-01,Bihar,East Champaran,845302,239,335,26,600
2025-04-01,Bihar,Patna,803201,114,297,14,425
2025-04-01,Bihar,Jehanabad,804408,37,114,13,164
2025-04-01,Bihar,Patna,800008,53,185,45,283
2025-04-01,Bihar,Muzaffarpur,843128,228,182,11,421
2025-04-01,Bihar,Jamui,811314,554,308,20,882
2025-04-01,Bihar,West Champaran,845103,123,188,15,326
2025-04-01,Bihar,Patna,800006,26,147,42,215
2025-04-01,Bihar,Patna,800007,49,158,25,232
2025-04-01,Bihar,West Champaran,845306,120,184,20,324
2025-04-01,Bihar,West Champaran,845101,300,402,11,713
2025-04-01,Bihar,Sitamarhi,843332,102,115,27,244
2025-04-01,Bihar,West Champaran,845449,368,469,18,855
2025-04-01,Bihar,Jamui,811303,461,339,10,810
2025-04-01,Bihar,Muzaffarpur,842001,116,148,12,276
2025-04-01,Bihar,East Champaran,845301,129,228,14,371
2025-04-01,Bihar,Madhubani,847421,90,135,18,243
2025-04-01,Bihar,Patna,801110,70,187,12,269
2025-04-01,Bihar,West Champaran,845452,406,463,15,884
2025-04-01,Bihar,West Champaran,845438,604,773,16,1393
2025-04-01,Bihar,East Champaran,845401,276,477,16,769
2025-04-01,Bihar,Sitamarhi,843331,385,187,15,587
2025-04-01,Bihar,Patna,800020,40,168,29,237
2025-04-01,Bihar,East Champaran,845304,273,190,13,476
2025-04-01,Bihar,West Champaran,845455,298,498,21,817
2025-04-01,Bihar,Sitamarhi,843302,616,379,18,1013
2025-04-01,Bihar,West Champaran,845307,336,447,23,806
2025-04-01,Bihar,Sitamarhi,843317,356,248,52,656
2025-05-01,Bihar,West Champaran,845106,260,257,14,531
2025-05-01,Bihar,Bhagalpur,853201,137,95,14,246
2025-05-01,Bihar,West Champaran,845438,474,701,27,1202
2025-05-01,Bihar,East Champaran,845301,152,309,17,478
2025-05-01,Bihar,West Champaran,845307,173,253,29,455
2025-05-01,Bihar,West Champaran,845455,303,406,37,746
2025-05-01,Bihar,East Champaran,845303,168,524,42,734
2025-05-01,Bihar,Gaya,824235,39,233,13,285
2025-05-01,Bihar,Madhubani,847226,366,231,16,613
2025-05-01,Bihar,West Champaran,845449,312,476,18,806
2025-05-01,Bihar,Madhubani,847232,150,155,19,324
2025-05-01,Bihar,West Champaran,845454,238,526,10,774
2025-05-01,Bihar,Gopalganj,841405,175,219,11,405
2025-05-01,Bihar,East Champaran,845305,131,190,32,353
2025-05-01,Bihar,Bhagalpur,853204,313,289,18,620
2025-05-01,Bihar,Sitamarhi,843302,576,587,25,1188
2025-05-01,Bihar,Patna,800001,86,277,11,374
2025-05-01,Bihar,Bhagalpur,812005,322,307,12,641
2025-05-01,Bihar,Sitamarhi,843317,321,333,51,705
2025-05-01,Bihar,Muzaffarpur,843111,351,416,17,784
2025-05-01,Bihar,Muzaffarpur,843128,196,171,10,377
2025-05-01,Bihar,East Champaran,845302,207,386,26,619
2025-05-01,Bihar,Sitamarhi,843315,105,113,15,233
2025-05-01,Bihar,Saharsa,852127,334,295,13,642
2025-05-01,Bihar,Muzaffarpur,842002,239,219,19,477
2025-05-01,Bihar,Arwal,804401,43,156,10,209
2025-05-01,Bihar,Sitamarhi,843319,165,57,10,232
2025-05-01,Bihar,Sitamarhi,843313,105,122,12,239
2025-05-01,Bihar,Gaya,824236,71,357,20,448
2025-05-01,Bihar,Gaya,824232,202,513,14,729
2025-05-01,Bihar,Muzaffarpur,843103,296,133,11,440
2025-05-01,Bihar,Muzaffarpur,843119,371,261,13,645
2025-05-01,Bihar,Gaya,805131,28,187,12,227
2025-05-01,Bihar,Gaya,823001,112,506,10,628
2025-05-01,Bihar,Gopalganj,841428,210,276,16,502
2025-05-01,Bihar,Bhagalpur,853205,210,164,11,385
2025-05-01,Bihar,Sitamarhi,843332,142,131,26,299
2025-05-01,Bihar,Bhagalpur,813210,269,284,19,572
2025-05-01,Bihar,Madhubani,847108,198,381,26,605
2025-05-01,Bihar,Muzaffarpur,843108,54,118,15,187
2025-05-01,Bihar,Sitamarhi,843331,590,286,24,900
2025-05-01,Bihar,East Champaran,845401,235,645,17,897
2025-05-01,Bihar,East Champaran,845304,178,96,14,288
2025-05-01,Bihar,East Champaran,845415,192,377,12,581
